Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Structure	Adjacency	Type of Antecedent	Relativizer	RCSubj	RCSubjType	RClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
74894:20	"i mean we'd done everything 0 we could *?* *t*-2 *-1 to keep out the weather. you know, and stuff"	everything 0 we could *?* *t*-2	0 we could *?* *t*-2	we	had	everything	everything	empty	other	adjacent	pronoun	0	we	1pro	2		1255	" ""MALE"""	1953	37	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	143	195	A	2836	312	CRIME	2	2	1
76698:19	we try *-1 to do everything 0 we can *?* *t*-2 together.	everything 0 we can *?* *t*-2 together	0 we can *?* *t*-2 together	we	try	everything	everything	empty	other	adjacent	pronoun	0	we	1pro	3		1105	" ""FEMALE"""	1944	46	" ""NYC"""	3	" ""CASH"""	66	117	A	2860	358	FAMILY LIFE	2	1	1
80798:36	"i find it very exciting to, for the coverage 0 we have *t*-1 now, today."	"the coverage 0 we have *t*-1 now, today"	"0 we have *t*-1 now, today"	I	find	the	coverage	nonempty	other	adjacent	definite	0	we	1pro	4		1155	" ""FEMALE"""	1941	49	" ""WESTERN"""	2	" ""CASH"""	18	72	A	2932	343	HOUSES	1	1	3
81387:17	"so sometimes we stick with the stuff 0 we've heard more about *t*-1 than,"	the stuff 0 we've heard more about *t*-1 than	0 we've heard more about *t*-1	we	stick	the	stuff	empty	other	adjacent	definite	0	we	1pro	4		1236	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	169	290	A	2938	302	AIR POLLUTION	2	3	1
92165:9	"we found one restaurant 0 we were in *t*-1 and got seated *-2,"	one restaurant 0 we were in *t*-1 and got seated *-2	0 we were in *t*-1 and got seated *-2	we	found	one	restaurant	nonempty	other	adjacent	indefinite	0	we	1pro	3		1292	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	3	" ""CASH"""	131	185	A	3074	335	RECYCLING	2	1	1
103262:197	"one of the arguments, that really, i really actually have been kind of ambivalent about *t*-1 it, but one of the arguments that *t*-5 really, uh, made me feel kind of strongly against it, is that, uh, you know, someone said to me once, well, * imagine if the person 0 you love *t*-2 most in the world, like your mother or something, if someone killed her,"	"the person 0 you love *t*-2 most in the world, like your mother or something"	0 you love *t*-2 most in the world	someone	killed	the	person	empty	other	adjacent	indefinite	0	you	2pro	6		1290	" ""FEMALE"""	1952	38	" ""NORTHERN"""	3	" ""CASH"""	69	123	A	3154	335	RECYCLING	2	2	3
110077:3	"the kind 0 you have *t*-1 sounds very interesting, though."	the kind 0 you have *t*-1	0 you have *t*-1	the kind 0 you have *t*-1	sounds	the	kind	empty	other	adjacent	definite	0	you	2pro	2		1324	" ""FEMALE"""	1954	36	" ""SOUTH MIDLAND"""	3	" ""CASH"""	81	128	A	3246	353	PUBLIC EDUCATION	1	1	1
122016:53	"but, you know, it gets annoying when they stand right over you *-1 watching everything 0 you do *t*-2 *t*-3."	everything 0 you do *t*-2	0 you do *t*-2	they	stand	everything	everything	empty	other	adjacent	pronoun	0	you	2pro	2		1353	" ""MALE"""	1943	47	" ""MIXED"""	3	" ""NONE"""	75	97	A	3387	359	FEDERAL BUDGET	1	1	1
128041:27	"and, you know, you can eat anything 0 you want *t*-1, drink anything 0 you want *t*-2,"	anything 0 you want *t*-1	0 you want *t*-1	you	know	anything	anything	empty	other	adjacent	pronoun	0	you	2pro	2		1461	" ""FEMALE"""	1962	28	" ""WESTERN"""	2	" ""CASH"""	70	122	B	3497	313	WEATHER CLIMATE	2	2	4
128041:50	"and, you know, you can eat anything 0 you want *t*-1, drink anything 0 you want *t*-2,"	anything 0 you want *t*-2	0 you want *t*-2	you	know	anything	anything	empty	other	adjacent	pronoun	0	you	2pro	2		1461	" ""FEMALE"""	1962	28	" ""WESTERN"""	2	" ""CASH"""	70	122	B	3497	313	WEATHER CLIMATE	2	2	4
133588:71	"um, and the, the severity of the deficit picture already limits the options available or limits the degree of tax cutting 0 you can do *t*-1 without, uh, *-2 bringing on, on serious problems for the longer term."	"tax cutting 0 you can do *t*-1 without, uh, *-2 bringing on, on serious problems for the longer term"	"0 you can do *t*-1 without, uh, *-2 bringing on, on serious problems for the longer term"	the severity of the deficit picture	limits	tax	cutting	nonempty	other	adjacent	definite	0	you	2pro	12		1349	" ""FEMALE"""	1965	25	" ""NEW ENGLAND"""	3	" ""GIFT"""	39	60	A	3586	364	HOBBIES AND CRAFTS	1	2	1
141236:37	"you just don't, have children so that you can continue the lifestyle 0 you had *t*-2 when you were single *t*-1."	the lifestyle 0 you had *t*-2 when you were single *t*-1	0 you had *t*-2 when you were single *t*-1	you	continue	the	lifestyle	nonempty	other	adjacent	definite	0	you	2pro	6		1381	" ""FEMALE"""	1924	66	" ""SOUTH MIDLAND"""	2	" ""CASH"""	33	50	A	3763	365	BASEBALL	2	1	1
147368:19	they want you to spend every dime 0 you have *t*-1 before the government will pay for your your care.	every dime 0 you have *t*-1	0 you have *t*-1	they	want	every	dime	nonempty	other	adjacent	pronoun	0	you	2pro	2		1468	" ""MALE"""	1943	47	" ""NORTH MIDLAND"""	3	" ""CASH"""	16	28	B	4008	325	COMPUTERS	1	1	1
151118:21	"in, in the case 0 you were involved in *t*-1, you said 0 it was just sort of a bank matter of some kind."	the case 0 you were involved in *t*-1	0 you were involved in *t*-1	you	said	the	case	nonempty	other	adjacent	definite	0	you	2pro	4		1522	" ""FEMALE"""	1968	22	" ""SOUTH MIDLAND"""	2	" ""CASH"""	35	53	A	4072	349	NEWS MEDIA	3	1	1
157182:5	and any money 0 you earn *t*-1 will go to the victim's family.	any money 0 you earn *t*-1	0 you earn *t*-1	any money 0 you earn *t*-1	go	any	money	nonempty	other	adjacent	indefinite	0	you	2pro	2	this could also be considered a pronoun. Not really	1537	" ""MALE"""	1971	19	" ""SOUTHERN"""	3	" ""CASH"""	33	48	A	4158	345	JOB BENEFITS	1	1	1
157528:27	"and what i mean *t*-1 by that, the more income 0 you make *t*-2, the more tax you pay *t*-3."	the more income 0 you make *t*-2	0 you make *t*-2	income	make	the	income	nonempty	other	adjacent	definite	0	you	2pro	2		1551	" ""MALE"""	1962	28	" ""NORTH MIDLAND"""	3	" ""GIFT"""	13	34	B	4166	305	CARE OF THE ELDERLY	1	1	1
157528:27	"and what i mean *t*-1 by that, the more income 0 you make *t*-2, the more tax you pay *t*-3."	 the more tax you pay *t*-3.	tax you pay *t*-3.	income	pay	the	tax	nonempty	other	adjacent	definite	0	you	2pro	2	"This was not in the original data, but I thought it might be helpful. "	1551	" ""MALE"""	1962	28	" ""NORTH MIDLAND"""	3	" ""GIFT"""	13	34	B	4166	305	CARE OF THE ELDERLY	1	1	1
160170:37	"damn it, i agree with pretty much with everything 0 you've said *t*-1."	everything 0 you've said *t*-1	0 you've said *t*-1	i	agree	everything	everything	empty	other	adjacent	pronoun	0	you	2pro	2		1592	" ""MALE"""	1967	23	" ""SOUTHERN"""	3	" ""CASH"""	77	118	A	4316	312	CRIME	2	3	2
163487:15	"well, uh, does the company 0 you work for *t*-1 test for drugs?"	the company 0 you work for *t*-1	0 you work for *t*-1	the company 0 you work for	test	the	company	nonempty	other	adjacent	definite	0	you	2pro	3		1611	" ""MALE"""	1966	24	" ""WESTERN"""	2	" ""CASH"""	28	84	B	4349	318	AUTO REPAIRS	1	1	1
175614:17	"and, you know, next thing 0 you know *t*-1, uh, someone calls and wants *-2 to sell you this or that"	next thing 0 you know *t*-1	0 you know *t*-1	someone	calls	next	thing	empty	other	adjacent	unique	0	you	2pro	2		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
24099:12	* go to the school 0 you'd like *-1 to go to *t*-2.	the school 0 you'd like *-1 to go to *t*-2	0 you'd like *-1 to go to *t*-2		go	the	school	nonempty	other	adjacent	definite	0	you	2pro	5		1086	" ""FEMALE"""	1965	25	" ""SOUTHERN"""	2	" ""CASH"""	68	105	B	2314	354	DRUG TESTING	2	2	2
24668:54	"well, does your, the company say, for instance, does the company 0 you worked for *t*-1 bef-, before have the right *rnr*-2 or do they have the ability *rnr*-2 * to say, hey, we've already drug tested her"	"the company 0 you worked for *t*-1 bef-, before"	"0 you worked for *t*-1 bef-, before"	the company you worked for before	have	the	company	nonempty	other	adjacent	definite	0	you	2pro	4	"Did not count the ""bef-"" as part of the RC length.  Possessive is for objects of have and get, not subjects"	1083	" ""FEMALE"""	1962	28	" ""SOUTHERN"""	2	" ""CASH"""	75	129	A	2324	347	METRIC SYSTEM	3	1	2
25118:57	"and you get, you can get a cat cam system that *t*-1 can take any design 0 you want *t*-2"	any design 0 you want *t*-2	0 you want *t*-2	cat cam system	take	any	design	nonempty	other	adjacent	indefinite	0	you	2pro	2	"This could almost be considered an existential.  No, other is right."	1142	" ""MALE"""	1963	27	" ""NORTHERN"""	2	" ""GIFT"""	92	169	B	2331	362	GOLF	1	1	1
27001:30	"you know. and plus it also depends on the district 0 you're in *t*-1 as, i mean, on the,"	"the district 0 you're in *t*-1 as, i mean, on the"	"0 you're in *t*-1 as, i mean, on the"	it	know	the	district	nonempty	other	adjacent	definite	0	you	2pro	2		1039	" ""MALE"""	1943	47	" ""SOUTHERN"""	3	" ""GIFT"""	67	147	A	2365	350	PAINTING			
32836:32	"and, and it was just like everything 0 you put it into *t*-1 tasted so much better."	everything 0 you put it into *t*-1	0 you put it into *t*-1	everything 0 you put it into *t*-1	tasted	everything	everything	empty	other	adjacent	pronoun	0	you	2pro	4		1260	" ""FEMALE"""	1953	37	" ""NORTH MIDLAND"""	2	" ""CASH"""	5	6	A	2433	356	EXERCISE AND FITNESS	4	1	1
35669:28	"they may give you supposedly a better deal on your new car 0 you're buying *t*-1,"	your new car 0 you're buying *t*-1	0 you're buying *t*-1	they	give	your	car	nonempty	other	adjacent	definite	0	you	2pro	2	Definite because it appears to be referencing a specific car. Posessive because one is getting the offer for a car 	1146	" ""MALE"""	1961	29	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	190	309	B	2441	327	UNIVERSAL PBLIC SERV	3	3	1
38783:34	"and, uh, i'll have *-1 to check out that book 0 you, told me about *t*-2."	"that book 0 you, told me about *t*-2"	"0 you, told me about *t*-2"	I	will	that	book	nonempty	other	adjacent	definite	0	you	2pro	4		1002	" ""FEMALE"""	1963	27	" ""SOUTHERN"""	2	" ""GIFT"""	82	106	B	2472	306	RECIPES/FOOD/COOKING	1	1	1
49913:55	"because, i know, i know 0 in baseball, you know, any manager 0 you go to *t*-2 say, well, we're going *-1 to be in the world series, even though, you know, there's not a prayer."	any manager 0 you go to *t*-2	0 you go to *t*-2	any manager 0 you go to *t*-2	know	any	manager	nonempty	other	adjacent	pronoun	0	you	2pro	3		1141	" ""MALE"""	1962	28	" ""MIXED"""	3	" ""CASH"""	189	277	A	2554	315	MIDDLE EAST	4	3	2
56151:3	"just about anybody 0 you could name *t*-1, whether i voted for them or not, uh, makes, um, uh, decisions that i just can't go along with *t*-2."	just about anybody 0 you could name *t*-1	0 you could name *t*-1	just about anybody 0 you could name *t*-1	makes	anybody	anybody	empty	other	adjacent	pronoun	0	you	2pro	3		1110	" ""MALE"""	1961	29	" ""WESTERN"""	3	" ""CASH"""	23	54	A	2609	355	ELECTIONS AND VOTING	1	1	2
59048:35	when you put them through college *t*-1 it just takes just about everything 0 you got *t*-2.	just about everything 0 you got *t*-2	0 you got *t*-2	it	takes	just	everything	empty	other	adjacent	pronoun	0	you	2pro	2		1239	" ""MALE"""	1936	54	" ""SOUTH MIDLAND"""	3	" ""CASH"""	30	71	B	2640	341	TRIAL BY JURY	3	2	2
62243:25	they're not going *-1 to take that money 0 you give them *t*-2 and go *-3 try *-4 to figure out a way 0 * to dry out with it *t*-5.	that money 0 you give them *t*-2	0 you give them *t*-2	they	are	that	money	nonempty	other	adjacent	definite	0	you	2pro	3	"Counted ""this"" and ""that"" as definite."	1251	" ""FEMALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	56	115	B	2667	356	EXERCISE AND FITNESS	1	1	1
66131:69	"i think that discover card has a good idea with, you know, * giving you a little cash back incentive for each amount 0 you, you purchase *t*-1. as long as you don't go crazy *-2 trying *-3 to get cash back."	"each amount 0 you, you purchase *t*-1"	"0 you, you purchase *t*-1"	discover card	giving	each	amount	nonempty	other	adjacent	pronoun	0	you	2pro	3	Counted repeated words in RC length	1031	" ""FEMALE"""	1940	50	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	87	193	A	2719	356	EXERCISE AND FITNESS	2	3	1
85857:112	"but, you know, if you don't have a doctor anyway normally it doesn't really make much difference. because you can, you know, if, if you find someone 0 you really like *t*-1"	someone 0 you really like *t*-1	0 you really like *t*-1	you	find	someone	someone	empty	other	adjacent	pronoun	0	you	2pro	3	"This could also be counted as possessive, but I really think it's other. "	1108	" ""MALE"""	1950	40	" ""NORTHERN"""	2	" ""GIFT"""	80	107	B	3021	314	GUN CONTROL	1	1	1
86545:84	"and, then you had fifteen days while they checked *-1 to see if you had any kind of criminal record before that you could pick up the gun 0 you were purchasing *t*-2."	the gun 0 you were purchasing *t*-2	0 you were purchasing *t*-2	you	pick	the	gun	nonempty	other	adjacent	definite	0	you	2pro	3		1229	" ""FEMALE"""	1950	40	" ""NORTHERN"""	3	" ""CASH"""	111	167	A	3030	306	RECIPES/FOOD/COOKING	1	1	1
8859:140	"and that, oh, i guess, ranges anywhere from, uh, carpentry work to, um, um, some types of furniture and, um, oh, i don't know what you would call them *t*-1, knickknacks, i guess, stuff 0 you hang *t*-2 on the wall *-3 to put a mirror on *t*-2"	stuff 0 you hang *t*-2 on the wall *-3 to put a mirror on *t*-2	0 you hang *t*-2 on the wall *-3 to put a mirror on *t*-2	that	ranges	stuff	stuff	empty	other	adjacent	indefinite	0	you	2pro	5		1069	" ""MALE"""	1950	40	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	1	1	A	2093	364	HOBBIES AND CRAFTS	1	2	3
90873:43	"i always, you know, tell them that you should major in something 0 you, you're going *-1 to get good grades in *t*-2. because that, that's always, i think, more important, you know, overall."	"something 0 you, you're going *-1 to get good grades in *t*-2"	"0 you, you're going *-1 to get good grades in *t*-2"	you	major	something	something	empty	other	adjacent	pronoun	0	you	2pro	8	Counted repeated words in RC length	1284	" ""MALE"""	1968	22	" ""SOUTH MIDLAND"""	2	" ""CASH"""	20	26	A	3070	331	FAMILY REUNIONS	3	1	1
92015:133	"and i think 0 they really it really pen-, penetrates in your memory, you know, what * to do *t*-1, because you really have a great interest in it. because it's something 0 you weren't forced *-2 to do *t*-3,"	something 0 you weren't forced *-2 to do *t*-3	0 you weren't forced *-2 to do *t*-3	it	penetrates	something	something	empty	other	adjacent	pronoun	0	you	2pro	5		1292	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	3	" ""CASH"""	69	98	A	3074	335	RECYCLING	2	1	1
97157:5	"does the company 0 you work for *t*-1 have, child care on premises for, employees?"	the company 0 you work for *t*-1	0 you work for *t*-1	the company you work for	have	the	company	nonempty	other	adjacent	definite	0	you	2pro	3	"This could also be existential.  Possessive is for object, not subject of have; and existential requires there"	1286	" ""FEMALE"""	1957	33	" ""MIXED"""	1	" ""CASH"""	34	53	B	3108	348	MOVIES	2	2	2
105352:12	"it sounds like something 0 your husband would drive *t*-1, right?."	something 0 your husband would drive *t*-1	0 your husband would drive *t*-1	it	sounds	something	something	empty	other	adjacent	pronoun	0	your husband	other	4		1259	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""CASH"""	11	12	A	3188	350	PAINTING	1	1	1
138257:27	"do, uh, does this school 0 your son goes to *t*-1, do they, uh, re-, require * to wear a uniform"	this school 0 your son goes to *t*-1	0 your son goes to *t*-1	this school your son goes to	require	this	school	nonempty	other	adjacent	definite	0	your son	other	4	"counted ""this"" and ""that"" as definite."	1477	" ""MALE"""	1957	33	" ""NORTH MIDLAND"""	2	" ""CASH"""	61	79	A	3688	351	PETS	2	4	2
116844:16	"and, so he has all the work space 0 he needs *t*-1."	all the work space 0 he needs *t*-1	0 he needs *t*-1	he	has	all	space	nonempty	possessive	adjacent	definite	0	he	3pro	2		1399	" ""FEMALE"""	1949	41	" ""SOUTH MIDLAND"""	2	" ""CASH"""	83	127	A	3325	351	PETS	2	2	1
163637:17	"and at the same time, the budget 0 he sent *t*-1 to congress has tax and fee increases,"	the budget 0 he sent *t*-1 to congress	0 he sent *t*-1 to congress	the budget 0 he sent *t*-1 to congress	has	the	budget	nonempty	possessive	adjacent	definite	0	he	3pro	4		1291	" ""FEMALE"""	1945	45	" ""NYC"""	3	" ""CASH"""	39	75	B	4353	357	FAMILY FINANCE	2	2	1
65196:52	"i mean, i have, you know, i have everything 0 he's ever well, almost everything 0 he's ever done *t*-1."	everything 0 he's ever	0 he's ever	i	have	everything	everything	empty	possessive	adjacent	pronoun	0	he	3pro	2		1156	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	2	" ""GIFT"""	12	16	A	2710	304	CREDIT CARD USE	2	1	1
65196:78	"i mean, i have, you know, i have everything 0 he's ever well, almost everything 0 he's ever done *t*-1."	almost everything 0 he's ever done *t*-1	0 he's ever done *t*-1	i	have	almost	everything	empty	possessive	adjacent	pronoun	0	he	3pro	3		1156	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	2	" ""GIFT"""	12	16	A	2710	304	CREDIT CARD USE	2	1	1
10310:10	i had every friend 0 i knew *t*-1 in the apartment searching for this cat.	every friend 0 i knew *t*-1	0 i knew *t*-1	every friend 0 i knew *t*-1	searching	every	friend	nonempty	possessive	adjacent	pronoun	0	i	1pro	2	"this could also be considered ""other"" "	1053	" ""FEMALE"""	1967	23	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	15	22	A	2107	351	PETS	1	1	1
107388:21	"uh, hopefully they'll give a subject 0 i like *t*-1 *ich*-3 one of these times. something 0 i really know a lot about *t*-2."	 something something 0 i really know a lot about *t*-2.	 something 0 i really know a lot about *t*-2.	they	give	something	something	empty	possessive	adjacent	pronoun	0	i	1pro	6	"this was not in the original data, but I thought it might be useful.  Called this possessive because of ""give."" Could also be ""other."" "	1377	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	62	114	B	3223	339	TV PROGRAMS	1	1	1
108524:14	"um, i have a pillsbury cookbook 0 i got *t*-2 when i was married *-1 *t*-3,"	a pillsbury cookbook 0 i got *t*-2 when i was married *-1 *t*-3	0 i got *t*-2 when i was married *-1 *t*-3	i	have	a	cookbook	nonempty	possessive	adjacent	indefinite	0	i	1pro	6		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	86	128	B	3236	335	RECYCLING	2	1	1
108893:29	"so then i got a real big grant, because the amount of money 0 i was making *t*-1 really didn't compare."	the amount of money 0 i was making *t*-1	0 i was making *t*-1	the amount of money 0 i was making *t*-1	did	the	amount	nonempty	possessive	adjacent	definite	0	i	1pro	3		1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	152	183	B	3237	343	HOUSES	1	1	1
