Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Type	Adjacency	Type of Antecedent	Relativizer	RClength	CorrectedRClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
126155:16	or are they just calling a number that *t*-1 happens *-2 to be yours?	a number that *t*-1 happens *-2 to be yours	that *t*-1 happens *-2 to be yours		calling	a	number	nonempty	other	adjacent	indefinite	that	7	5		1409	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""CASH"""	4	9	B	3450	356	EXERCISE AND FITNESS	2	2	2
126157:80	"well, anything that you buy *t*-3 um, you ca-, you may get put *-1 on the, a, uh, preferred list that *t*-4 is purchased *-2."	"a, uh, preferred list that *t*-4 is purchased *-2"	that *t*-4 is purchased *-2	you	buy	a	list	nonempty	other	adjacent	indefinite	that	5	3		1409	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""CASH"""	4	11	B	3450	356	EXERCISE AND FITNESS	2	2	2
130557:14	and i went to a youth camp that *t*-1 included * working at an old people's home	a youth camp that *t*-1 included * working at an old people's home	that *t*-1 included * working at an old people's home	i	went	a	camp	nonempty	other	adjacent	indefinite	that	11	9		1325	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	71	96	B	3526	325	COMPUTERS	4	1	2
131875:14	"and i play with a fellow that *t*-1 can knock a one iron,"	a fellow that *t*-1 can knock a one iron	that *t*-1 can knock a one iron	i	play	a	fellow	empty	other	adjacent	indefinite	that	7	5		1389	" ""FEMALE"""	1971	19	" ""SOUTH MIDLAND"""	2	" ""CASH"""	60	101	B	3551	353	PUBLIC EDUCATION	1	1	1
131963:98	"and i did the, i, i did one that *t*-1 was, the demonstration of a touch, touch screen for a company that *t*-2 sells, uh, touch screens."	"a company that *t*-2 sells, uh, touch screens"	"that *t*-2 sells, uh, touch screens"	i	did	a	company	nonempty	other	adjacent	indefinite	that	6	4		1463	" ""MALE"""	1955	35	" ""SOUTHERN"""	2	" ""CASH"""	23	41	B	3561	359	FEDERAL BUDGET	3	1	1
132008:9	"i know a guy that *t*-1 upgrades, uh, for a reasonable cost."	"a guy that *t*-1 upgrades, uh, for a reasonable cost"	"that *t*-1 upgrades, uh, for a reasonable cost"	i	know	a	guy	empty	other	adjacent	indefinite	that	8	6		1463	" ""MALE"""	1955	35	" ""SOUTHERN"""	2	" ""CASH"""	39	69	B	3561	359	FEDERAL BUDGET	3	1	1
133580:44	"and, and, uh, so this creates a pretty serious problem that *t*-1's going *-2 to continue *-3 to be with us for a while 0 *t*-4 to come."	a pretty serious problem that *t*-1's going *-2 to continue *-3 to be with us for a while 0 *t*-4 to come	that *t*-1's going *-2 to continue *-3 to be with us for a while 0 *t*-4 to come	this	creates	a	problem	nonempty	other	adjacent	indefinite	that	19	17		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	36	56	B	3586	364	HOBBIES AND CRAFTS	1	2	1
134061:15	"i have never found any automobile that *t*-1 has been more conscientiously constructed *-2 and, and, uh, put *-2 together"	"any automobile that *t*-1 has been more conscientiously constructed *-2 and, and, uh, put *-2 together"	"that *t*-1 has been more conscientiously constructed *-2 and, and, uh, put *-2 together"	i	have	any	automobile	nonempty	other	adjacent	indefinite	that	14	12		1393	" ""FEMALE"""	1935	55	" ""SOUTH MIDLAND"""	2	" ""CASH"""	80	130	B	3595	311	BOOKS AND LITERATURE	1	1	1
135572:26	"i read a, uh, a novel that *t*-1 used the names of like princess di and prince phillip coming over here * to be entertained *-2 and all,"	a novel that *t*-1 used the names of like princess di and prince phillip coming over here * to be entertained *-2 and all	that *t*-1 used the names of like princess di and prince phillip coming over here * to be entertained *-2 and all	i	read	a	novel	nonempty	other	adjacent	indefinite	that	22	20		1315	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	44	74	B	3633	366	CONSUMER GOODS	3	2	1
136175:14	they wouldn't take a class that *t*-1 was in the middle of their soap opera.	a class that *t*-1 was in the middle of their soap opera	that *t*-1 was in the middle of their soap opera	they	take	a	class	nonempty	other	adjacent	indefinite	that	10	8		1459	" ""MALE"""	1947	43	" ""SOUTH MIDLAND"""	2	" ""CASH"""	14	17	B	3639	320	BUYING A CAR	4	2	2
14094:24	"and i knew that they had presented an extremely slanted viewpoint, that *t*-1 was, in my estimate, nowhere near truth but was much better for ratings."	"an extremely slanted viewpoint, that *t*-1 was, in my estimate, nowhere near truth but was much better for ratings"	"that *t*-1 was, in my estimate, nowhere near truth but was much better for ratings"	they	had	an	viewpoint	nonempty	other	adjacent	indefinite	that	15	13		1024	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	22	44	B	2157	307	FOOTBALL	2	1	3
142936:38	"and they showed a, a, a black guy that *t*-1 was go-, was helping out, uh, his assistant."	"a black guy that *t*-1 was go-, was helping out, uh, his assistant"	"that *t*-1 was go-, was helping out"	they	showed	a	guy	empty	other	adjacent	indefinite	that	7	5		1480	" ""FEMALE"""	1959	31	" ""WESTERN"""	3	" ""CASH"""	123	127	A	3798	301	AIDS	2	2	1
143272:20	"um, i was working with an organization that *t*-1 does bible translation."	an organization that *t*-1 does bible translation	that *t*-1 does bible translation	i	was	an	organization	nonempty	other	adjacent	indefinite	that	5	3		1436	" ""MALE"""	1940	50	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	11	23	A	3809	329	WOMEN'S ROLES	2	1	2
143834:62	"i'm looking, right now i'm k-, kind of looking for a visa that *t*-1 has a lower interest rate."	a visa that *t*-1 has a lower interest rate	that *t*-1 has a lower interest rate	i	'm	a	visa	nonempty	other	adjacent	indefinite	that	7	5		1476	" ""MALE"""	1955	35	" ""WESTERN"""	2	" ""CASH"""	79	113	A	3821	304	CREDIT CARD USE	2	1	2
14505:84	"other than that, i mean, you know, when i've, you know, when you grow up in a city that *t*-1 has the, you know, one of the greatest football teams until the last few years *t*-2, you kind of tend *-3 to get caught *-4 up in it."	"a city that *t*-1 has the, you know, one of the greatest football teams until the last few years"	"that *t*-1 has the, you know, one of the greatest football teams until the last few years"	you	grow	a	city	nonempty	other	adjacent	indefinite	that	17	15		1123	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	3	" ""CASH"""	54	101	B	2160	312	CRIME	2	1	1
147350:24	"i, i know a lady that *t*-1 lives in a place similar to that in austin."	a lady that *t*-1 lives in a place similar to that in austin	that *t*-1 lives in a place similar to that in austin	i	know	a	lady	empty	other	adjacent	indefinite	that	11	9		1531	" ""MALE"""	1967	23	" ""NORTHERN"""	2	" ""CASH"""	9	16	A	4008	325	COMPUTERS	1	1	1
148144:70	"but um, i just enjoy *-3 reading about the resorts and where you can go *t*-2 and, and new equipment that *t*-1's come out and so forth."	new equipment that *t*-1's come out	that *t*-1's come out	*-3	reading	new	equipment	nonempty	other	adjacent	indefinite	that	5	3		1531	" ""MALE"""	1967	23	" ""NORTHERN"""	2	" ""CASH"""	57	80	A	4023	312	CRIME	3	1	1
150881:132	"and that's, that's real good because it gives like a brief summary of *rnr*-4, or like the updates, like of *rnr*-4 what *t*-1's going on in science without *-5 getting into a lot of detail that *t*-2 would, you know, bog me down that i wouldn't know about *t*-3"	"detail that *t*-2 would, you know, bog me down that i wouldn't know about *t*-3"	"that *t*-2 would, you know, bog me down"	it	getting	detail	detail	nonempty	other	adjacent	indefinite	that	8	6		1371	" ""FEMALE"""	1970	20	" ""NORTHERN"""	2	" ""CASH"""	16	32	B	4071	340	TAXES	2	1	1
151681:36	"even though i don't think 0 i'd work for a company that *t*-1 did that, i sort of want *-2 to defend an employer's rights as opposed to an in-, uh, in addition to an individual's rights,"	a company that *t*-1 did that	that *t*-1 did that	i	work	a	company	nonempty	other	adjacent	indefinite	that	4	2		1539	" ""MALE"""	1938	52	" ""NORTHERN"""	2	" ""CASH"""	10	23	B	4079	357	FAMILY FINANCE	1	2	1
158257:53	"i don't think 0 anyone who *t*-1 would commit a, uh, a crime that *t*-2 would get them the death penalty would stop at the moment and say, well, i was about *-3 to kill and dismember this person"	a crime that *t*-2 would get them the death penalty	that *t*-2 would get them the death penalty	*t*-1	commit	a	crime	nonempty	other	adjacent	indefinite	that	8	6		1552	" ""MALE"""	1950	40	" ""WESTERN"""	2	" ""GIFT"""	26	37	B	4174	324	CHOOSING A COLLEGE	2	2	3
158335:78	"and i, i think 0 it *exp*-3 would be very difficult * to find someone, uh, find a panel that *t*-1 would be, not have seen it and, and known of what *t*-2 was going on."	"a panel that *t*-1 would be, not have seen it and, and known of what *t*-2 was going on"	"that *t*-1 would be, not have seen it and, and known of what *t*-2 was going on"	it *exp*-3	find	a	panel	nonempty	other	adjacent	indefinite	that	17	15		1531	" ""MALE"""	1967	23	" ""NORTHERN"""	2	" ""CASH"""	61	81	A	4174	324	CHOOSING A COLLEGE	2	2	3
160725:21	"and, uh, i know of at least one company that *t*-1 specifically went over there and established a presence before nineteen ninety-two so that they would have it when it came time *t*-2."	at least one company that *t*-1 specifically went over there and established a presence before nineteen ninety-two so that they would have it when it came time *t*-2	that *t*-1 specifically went over there and established a presence before nineteen ninety-two so that they would have it when it came time *t*-2	i	know	at least one	company	nonempty	other	adjacent	indefinite	that	24	22		1610	" ""MALE"""	1943	47	" ""NORTHERN"""	2	" ""CASH"""	39	55	A	4320	312	CRIME	2	2	2
161449:19	"i'm into, uh, some industrial music that *t*-1's, a, a bit even harder than that."	"some industrial music that *t*-1's, a, a bit even harder than that"	"that *t*-1's, a, a bit even harder than that"	i	'm	some	music	nonempty	other	adjacent	indefinite	that	10	8		1287	" ""MALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	60	99	B	4329	335	RECYCLING	2	2	3
161455:19	"oh, i don't mind music that *t*-1's difficult 0 * to listen to *t*-2,"	music that *t*-1's difficult 0 * to listen to *t*-2	that *t*-1's difficult 0 * to listen to *t*-2	i	do	music	music	nonempty	other	adjacent	indefinite	that	10	8		1626	" ""FEMALE"""	1953	37	" ""SOUTH MIDLAND"""	2	" ""CASH"""	63	103	A	4329	335	RECYCLING	2	2	3
161512:28	"and i could, uh, go down to a bar that *t*-1's about three minutes from my house and hear people doing covers better than him not making nearly as much money."	a bar that *t*-1's about three minutes from my house	that *t*-1's about three minutes from my house	i	go	a	bar	nonempty	other	adjacent	indefinite	that	9	7		1287	" ""MALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	86	135	B	4329	335	RECYCLING	2	2	3
162261:166	"and i was looking for, uh, dependability and something that *t*-1 was going *-2 to last a long time. i was g-, that i would get a, for the money that i was going *-3 to spend *t*-4, that i would get a return that *t*-6 was, that *t*-5 was worth that money."	"a return that *t*-6 was, that *t*-5 was worth that money"	"that *t*-6 was, that *t*-5 was worth that money"	i	get	a	return	nonempty	other	adjacent	indefinite	that	9	7		1539	" ""MALE"""	1938	52	" ""NORTHERN"""	2	" ""CASH"""	45	74	A	4339	320	BUYING A CAR	2	1	3
165914:52	"and this is out in california where, where they don't make a car that *t*-1's got reasonable performance anymore *t*-2."	a car that *t*-1's got reasonable performance	that *t*-1's got reasonable performance	they	do	a	car	nonempty	other	adjacent	indefinite	that	6	4		1537	" ""MALE"""	1971	19	" ""SOUTHERN"""	3	" ""CASH"""	38	54	B	4380	353	PUBLIC EDUCATION	3	1	1
166333:17	"i mean i know one family that *t*-1's got,"	one family that *t*-1's got	that *t*-1's got	i	mean	one	family	nonempty	other	adjacent	indefinite	that	4	2	RC truncated	1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	75	116	B	4483	335	RECYCLING	1	1	1
167094:43	so you got *-1 to give them either more time in the system or a different process that *t*-2 will hopefully work better.	a different process that *t*-2 will hopefully work better	that *t*-2 will hopefully work better	*-1	give	a	process	nonempty	other	adjacent	indefinite	that	6	4		1540	" ""MALE"""	1963	27	" ""NORTHERN"""	2	" ""CASH"""	31	52	B	4603	327	UNIVERSAL PBLIC SERV	3	1	1
169286:13	"if i see a car that *t*-1's unfamiliar, we, we have a list"	a car that *t*-1's unfamiliar	that *t*-1's unfamiliar	i	see	a	car	nonempty	other	adjacent	indefinite	that	4	2		1437	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	53	96	A	4659	334	SOCIAL CHANGE	1	1	1
170000:69	"we, we *ich*-3 also, my wife and i, uh, uh, volunteer *-1 to go to a, uh, nursing home that *t*-2's just a mile from our house."	"a, uh, nursing home that *t*-2's just a mile from our house"	that *t*-2's just a mile from our house	*-1	go	a	home	nonempty	other	adjacent	indefinite	that	9	7		1437	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	84	138	A	4691	307	FOOTBALL	3	1	1
170865:63	"and then, uh, as she became less able *-1 to take care of herself, then she moved into this other part that *t*-2 was able *-3 to, uh, provide full-time care"	"this other part that *t*-2 was able *-3 to, uh, provide full-time care"	"that *t*-2 was able *-3 to, uh, provide full-time care"	she	became	this	part	empty	other	adjacent	indefinite	that	10	8	"indefinite use of ""this"""	1165	" ""MALE"""	1937	53	" ""NORTHERN"""	2	" ""NONE"""	15	23	A	4725	340	TAXES	3	1	1
173052:38	"actually, i think of it as a, as a car that *t*-1'll last."	a car that *t*-1'll last	that *t*-1'll last	i	think	a	car	nonempty	other	adjacent	indefinite	that	4	2		1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	13	16	A	4826	353	PUBLIC EDUCATION	1	1	1
176598:33	"i, i'm employed *-1 by a company that *t*-2 does do, uh, random drug testing"	"a company that *t*-2 does do, uh, random drug testing"	"that *t*-2 does do, uh, random drug testing"	i	'm	a	company	nonempty	other	adjacent	indefinite	that	8	6		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
177324:99	"they *ich*-5're collected *-6 twice a month and the trash and, and this bottled stuff that *t*-1 is put *-2 in a, in a little blue bin that *t*-3's picked *-4 up and sorted *-4 out into a truck."	little blue bin that *t*-3's picked *-4 up and sorted *-4 out into a truck	that *t*-3's picked *-4 up and sorted *-4 out into a truck	*t*-1	is	little	bin	nonempty	other	adjacent	indefinite	that	13	11		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
18507:29	"a lot of, a lot silt that *t*-1 comes in it just doesn't seem *-2 to hold it very well."	silt that *t*-1 comes in	that *t*-1 comes in	it	does	silt	silt	nonempty	other	adjacent	indefinite	that	4	3		1135	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	78	124	B	2249	335	RECYCLING	2	2	2
19073:14	they don't want a plastic bag that *t*-1's full of goop.	a plastic bag that *t*-1's full of goop	that *t*-1's full of goop	they	do	a	bag	nonempty	other	adjacent	indefinite	that	6	4		1149	" ""FEMALE"""	1954	36	" ""NORTH MIDLAND"""	2	" ""GIFT"""	16	26	B	2253	311	BOOKS AND LITERATURE	3	2	2
24839:47	or if you're going *-1 to go the science route you can go to a target school that *t*-2 specializes in science or art.	a target school that *t*-2 specializes in science or art	that *t*-2 specializes in science or art	you	're	a	school	nonempty	other	adjacent	indefinite	that	7	5		1016	" ""FEMALE"""	1945	45	" ""SOUTHERN"""	2	" ""GIFT"""	48	92	B	2330	313	WEATHER CLIMATE	1	1	2
24843:48	and through high school i could have gone so much further if i'd gone to a school that *t*-1 was directed *-2.	a school that *t*-1 was directed *-2	that *t*-1 was directed *-2	i	'd	a	school	nonempty	other	adjacent	indefinite	that	5	3		1016	" ""FEMALE"""	1945	45	" ""SOUTHERN"""	2	" ""GIFT"""	50	95	B	2330	313	WEATHER CLIMATE	1	1	2
28802:36	"i mean it *exp*-1's really hard * to find a place that *t*-2's going *-3 to offer water aerobics because what i'm finding *t*-5 is that if they do offer it, you get the crowd of women that *t*-4 are,,"	a place that *t*-2's going *-3 to offer water aerobics	that *t*-2's going *-3 to offer water aerobics	it *exp*-1	find	a	place	empty	other	adjacent	indefinite	that	9	7		1162	" ""MALE"""	1964	26	" ""NORTHERN"""	2	" ""GIFT"""	52	75	B	2395	349	NEWS MEDIA	2	3	1
32779:16	and i couldn't find a nursery that *t*-1 had any of them left *-2.	a nursery that *t*-1 had any of them left *-2	that *t*-1 had any of them left *-2	i	find	a	nursery	nonempty	other	adjacent	indefinite	that	8	6		1226	" ""FEMALE"""	1970	20	" ""SOUTHERN"""	2	" ""CASH"""	197	218	A	2429	306	RECIPES/FOOD/COOKING	1	2	2
35055:46	"and kids aren't, aren't even going *-2 to understand half the humor that *t*-1's in there."	half the humor that *t*-1's in there	that *t*-1's in there	*-2	understand	half	humor	nonempty	other	adjacent	indefinite	that	5	3	could be analyzed with half as head	1018	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	151	205	A	2439	320	BUYING A CAR	2	1	3
35112:35	"you, like, uh, i like stuff that *-1's on great performances,"	stuff that *-1's on great performances	that *-1's on great performances	i	like	stuff	stuff	empty	other	adjacent	indefinite	that	6	4		1170	" ""MALE"""	1952	38	" ""WESTERN"""	3	" ""CASH"""	176	237	B	2439	320	BUYING A CAR	2	1	3
35349:11	so we need a car that *t*-1's big enough for six.	a car that *t*-1's big enough for six	that *t*-1's big enough for six	we	need	a	car	nonempty	other	adjacent	indefinite	that	7	5		1151	" ""MALE"""	1953	37	" ""SOUTHERN"""	3	" ""CASH"""	73	106	A	2441	327	UNIVERSAL PBLIC SERV	3	3	1
